Name,Mean,Range,Sd,Sum,Area_m2,Area_km2,Sum_PerArea
25Rivermouth_FishVastragotland,0,00,0,94,0,03,115,7,5579312500,0,5579,3,0,02073
26Eel_MigrationBlekinge,0,14,0,44,0,13,9009,5,3902687500,0,3902,7,2,30854
26Eel_MigrationBottniskaViken,0,00,0,00,0,00,0,0,22981437500,0,22981,4,0
26Eel_MigrationEgentligaOstersjon,0,00,0,37,0,01,626,3,45799875000,0,45799,9,0,01367
26Eel_MigrationGavleborgs,0,01,0,04,0,01,1075,3,5403687500,0,5403,7,0,199
26Eel_MigrationGotland,0,00,0,00,0,00,0,0,12143187500,0,12143,2,0
26Eel_MigrationHalland,0,51,1,00,0,26,24627,4,3040562500,0,3040,6,8,09963
26Eel_MigrationKalmar,0,07,0,36,0,09,9347,2,8902187500,0,8902,2,1,04999
26Eel_MigrationNorrbotten,0,00,0,00,0,00,0,0,6936375000,0,6936,4,0
26Eel_MigrationOstergotland,0,08,0,28,0,08,3085,5,2360500000,0,2360,5,1,30714
26Eel_MigrationSkaneNorr,0,53,0,97,0,26,14829,0,1736000000,0,1736,0,8,54203
26Eel_MigrationSkaneSoder,0,24,0,49,0,11,15270,5,3981125000,0,3981,1,3,83572
26Eel_MigrationStockholm,0,02,0,16,0,03,2270,5,9450250000,0,9450,3,0,24026
26Eel_MigrationSodermanland,0,04,0,19,0,04,1067,2,1682312500,0,1682,3,0,63437
26Eel_MigrationUppsala,0,01,0,04,0,01,588,7,3352500000,0,3352,5,0,1756
26Eel_MigrationVasterbottens,0,00,0,00,0,00,0,0,7917187500,0,7917,2,0
26Eel_MigrationVasterHavet,0,01,0,50,0,05,811,7,3796750000,0,3796,8,0,2138
26Eel_MigrationVasternorrlands,0,00,0,03,0,01,261,3,5067437500,0,5067,4,0,05157
26Eel_MigrationVastragotland,0,12,0,83,0,16,10363,9,5579312500,0,5579,3,1,85755
27Seabird_Winter_CoastalBlekinge,0,03,1,00,0,12,2075,3,3902687500,0,3902,7,0,53176
27Seabird_Winter_CoastalBottniskaViken,0,00,0,00,0,00,0,0,22981437500,0,22981,4,0
27Seabird_Winter_CoastalEgentligaOstersjon,0,00,0,00,0,00,0,0,45799875000,0,45799,9,0
27Seabird_Winter_CoastalGavleborgs,0,00,0,65,0,01,36,0,5403687500,0,5403,7,0,00666
27Seabird_Winter_CoastalGotland,0,03,0,81,0,12,6347,7,12143187500,0,12143,2,0,52274
27Seabird_Winter_CoastalHalland,0,04,0,73,0,11,2038,0,3040562500,0,3040,6,0,67026
27Seabird_Winter_CoastalKalmar,0,04,0,94,0,12,5289,8,8902187500,0,8902,2,0,59421
27Seabird_Winter_CoastalNorrbotten,0,00,0,00,0,00,0,0,6936375000,0,6936,4,0
27Seabird_Winter_CoastalOstergotland,0,03,0,49,0,07,1161,3,2360500000,0,2360,5,0,49199
27Seabird_Winter_CoastalSkaneNorr,0,06,1,00,0,15,1554,4,1736000000,0,1736,0,0,89539
27Seabird_Winter_CoastalSkaneSoder,0,04,1,00,0,13,2789,9,3981125000,0,3981,1,0,70079
27Seabird_Winter_CoastalStockholm,0,02,0,69,0,06,3300,4,9450250000,0,9450,3,0,34924
27Seabird_Winter_CoastalSodermanland,0,00,0,15,0,00,1,0,1682312500,0,1682,3,0,00059
27Seabird_Winter_CoastalUppsala,0,00,0,00,0,00,0,0,3352500000,0,3352,5,0
27Seabird_Winter_CoastalVasterbottens,0,00,0,00,0,00,0,0,7917187500,0,7917,2,0
27Seabird_Winter_CoastalVasterHavet,0,00,0,00,0,00,0,0,3796750000,0,3796,8,0
27Seabird_Winter_CoastalVasternorrlands,0,00,0,00,0,00,0,0,5067437500,0,5067,4,0
27Seabird_Winter_CoastalVastragotland,0,08,0,84,0,15,6777,9,5579312500,0,5579,3,1,21483
28Seabird_Winter_OffshoreBlekinge,0,07,0,37,0,08,4292,0,3902687500,0,3902,7,1,09975
28Seabird_Winter_OffshoreBottniskaViken,0,00,0,43,0,03,1688,0,22981437500,0,22981,4,0,07345
28Seabird_Winter_OffshoreEgentligaOstersjon,0,09,1,00,0,17,63186,0,45799875000,0,45799,9,1,37961
28Seabird_Winter_OffshoreGavleborgs,0,01,0,21,0,02,642,1,5403687500,0,5403,7,0,11883
28Seabird_Winter_OffshoreGotland,0,09,0,62,0,15,18210,9,12143187500,0,12143,2,1,49968
28Seabird_Winter_OffshoreHalland,0,11,0,78,0,17,5244,5,3040562500,0,3040,6,1,72483
28Seabird_Winter_OffshoreKalmar,0,16,0,69,0,17,22649,5,8902187500,0,8902,2,2,54427
28Seabird_Winter_OffshoreNorrbotten,0,00,0,00,0,00,0,0,6936375000,0,6936,4,0
28Seabird_Winter_OffshoreOstergotland,0,16,0,45,0,14,6000,4,2360500000,0,2360,5,2,54198
28Seabird_Winter_OffshoreSkaneNorr,0,19,0,68,0,13,5198,4,1736000000,0,1736,0,2,99445
